building_id,efficiency_score,energy_intensity,annual_consumption_kwh,square_feet,primary_use
1175,100.0,9.236121430921237,751561.6730769229,81372,5
1115,100.0,4.844041858273346,203585.3912195122,42028,12
633,100.0,2.422314819513086,238692.47999999998,98539,8
73,100.0,0.26726286167062635,103601.24117227826,387638,8
1419,100.0,1.9175338765652061,77907.48387096776,40629,4
83,100.0,2.4691332620502386,5111.105852443994,2070,7
463,100.0,5.52691452631579,138172.86315789475,25000,9
517,100.0,3.5729516994633266,7896.223255813952,2210,4
345,100.0,0.051626332288401265,374.29090909090917,7250,4
1286,100.0,11.878205110367833,2440638.5604374995,205472,3
309,100.0,6.982148040638607,14432.1,2067,1
107,100.0,0.003637575359881884,354.7799999999999,97532,0
206,100.0,2.1205511547760527,733365.0497142858,345837,9
587,100.0,17.573809971071118,935524.2,53234,13
1207,100.0,11.616479265056103,864765.5659285715,74443,3
53,100.0,0.0,0.0,87742,6
837,100.0,4.7365528759635955,157471.4369142857,33246,9
815,100.0,3.525400535670804,2347.9167567567556,666,1
339,100.0,1.5214353663214422,108174.05454545454,71100,0
45,100.0,0.4424029643805314,6770.5349668796525,15304,11
1001,100.0,4.485685497545739,20104.8424,4482,7
1376,100.0,3.2960526995540396,791138.3452631579,240026,9
856,100.0,3.42414603934631,10121.775692307692,2956,1
840,100.0,8.303054520683276,347574.16529032256,41861,7
691,100.0,0.7560940478144503,32245.142857142862,42647,6
849,100.0,1.247180721203874,8041.8212903225785,6448,9
862,100.0,1.8897607288514668,52232.98654545454,27640,7
304,100.0,0.0018033968090581574,350.4,194300,1
822,100.0,23.269758348512443,8516.731555555554,366,1
737,100.0,1.5704201680672272,23226.51428571429,14790,0
636,100.0,0.2147294332723949,1409.4840000000002,6564,0
808,100.0,0.18966392853589237,1774.6853793103448,9357,7
1369,100.0,2.554678263630401,135893.55555555556,53194,1
1081,100.0,11.811129698958922,135473.65764705883,11470,5
1110,100.0,0.39518187113250663,10727.211891891893,27145,6
280,100.0,3.3016731171245177,348343.02222222224,105505,1
170,100.0,7.627414293295596,344942.184,45224,11
1208,100.0,7.537735119932244,916475.524556962,121585,3
606,100.0,18.929448149208696,443554.82903225813,23432,14
670,100.0,9.958147765059879,183936.94736842104,18471,3
1345,100.0,0.7185651322523361,15010.107047619049,20889,0
314,100.0,0.06724015686274509,15129.035294117646,225000,0
531,100.0,0.8591290551349414,58595.17894736841,68203,9
853,100.0,0.5548065123779786,14699.598545454543,26495,1
179,100.0,12.751245250185532,317085.2156363636,24867,2
683,100.0,6.477617866004962,30120.923076923074,4650,6
269,100.0,1.063193179336263,860686.7744680849,809530,1
975,100.0,4.5702675045489505,1949091.1232,426472,1
828,100.0,0.447054272018833,46043.90769230769,102994,7
848,100.0,0.8035091918493514,6871.610608695653,8552,6
1446,100.0,1.0350521144221496,11659.862068965516,11265,1
817,100.0,3.148627056154282,3098.2490232558134,984,1
637,100.0,0.44792568973161,1876.3607142857143,4189,0
795,100.0,0.0,0.0,387500,0
794,100.0,0.0,0.0,731945,0
772,100.0,0.04347646947556695,3811.1907906976744,87661,4
1388,100.0,4.643497599316863,211116.61835294115,45465,3
